Sat Mar 17 05:53:08 2018,"TerletskyiMisha","#AstrnToken pre-registration has started. Join now and get your free 300 tokens. \nhttps://t.co/nB307aWW2I Share you… https://t.co/Lls8Q2mAG9",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:09 2018,"PANKAJK12648018","RT @RajeevK35842714: माननीय मुख्यमंत्री जी सुप्रीम कोर्ट के आदेश में बेसिक शिक्षा में सहायक अध्यापक की योग्यता #स्नातक BTC #TET उत्तीर्ण है…",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:09 2018,"tradefixbtc","Here is an interview with TimeBox CEO Alex Chang, by Top ICO Expert Simon Cocking #TimeBox @SimonCocking… https://t.co/vKiuMCdmUP",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:10 2018,"lamantia1780","RT @BinanceGive_bot: @Bitcoin https://t.co/zibAo2TQGt",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:11 2018,"cryptogirls_","Victims of the theft of XRB will be compensated with new tokens Bitgrail Shares (BGS) | CriptoNews -&gt;… https://t.co/9FY1mncVfm",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:12 2018,"deafeningbusy","RT @MsxNetwork: AIRDROP! 80% free distribution!\n\nPHASE I for #AION Token Holder \nPHASE II for #ICX Token Holder \nPHASE III for #ELF Token H…",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:13 2018,"phonebanter","RT @DigipharmTeam: Want To Know Yourself Better? Blockchain Can Help https://t.co/QSyVV9BQGP #BlockChain #Crypto #CryptoCurrencies #Cryptor…",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:13 2018,"donreiy","Join thus thug airdrop form friends and follow fork delta.\n\n@adekayo @noordean_G @Ayomayowa247 @Uzzycrypt @raybobo… https://t.co/VbDeevKiXh",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:14 2018,"aabdulla444","RT @bulletin_today: Crazy Bitcoin facts you should know\n#bitcoin #cryptocurrency #mining #cryptohosting https://t.co/JSm4EoLSDn",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:15 2018,"SalmanMuskan786","@worldopoly @LikeappA @Strange_Vii @omarqayaad @BarakaE69781618 \n#thugcoin #airdrop #bounty #ethereum #blockchain… https://t.co/tntRa3gpXx",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:16 2018,"paik_akash","RT @ndhunay: ** Crypto FAQ **\n\n1. What is #BTC price?\n-- Who cares\n\n2. Does the price matter?\n-- Nope\n\n3. What is going to happen?\n-- It wi…",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:16 2018,"Ruffrider56","RT @cryptopedians: Saturday .1 $btc giveaway!!! 24 hour ... \n\nTo be eligible, all you have to do is to retweet, like, and follow \n\n$ltc $et…",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:17 2018,"kroshval","Join the epic #LitecoinCash giveaway in just a few clicks! Thank you @LitecoinFork! #Litecoin #Cryptocurrency… https://t.co/fB8AbehN3a",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:18 2018,"Taslima1993","RT @ndhunay: ** Crypto FAQ **\n\n1. What is #BTC price?\n-- Who cares\n\n2. Does the price matter?\n-- Nope\n\n3. What is going to happen?\n-- It wi…",ETH,597.87,BTC,8177.75
Sat Mar 17 05:53:19 2018,"UhMZEbvKsHiZIa0","RT @cryptonewss3: @Bitcoin @steam_games 10/03/2018: BINANCE GIVEAWAY OF 10,000 Ethereum (~7300000$ now)\n\nhttps://t.co/LpFnrFDHKu",ETH,597.86,BTC,8175.18
Sat Mar 17 05:53:19 2018,"cryptocointweet","RT @Cointelegraph: Is the death cross on the horizon? 🤔 https://t.co/z5GVv5LIoR",ETH,597.86,BTC,8175.18
Sat Mar 17 05:53:20 2018,"47dstarz","#SPOnsoredtweet https://t.co/IVtNPOkUPd",ETH,597.86,BTC,8175.18
Sat Mar 17 05:53:21 2018,"DpTripathi9","RT @MuktaRawat2: अनुपमा मैम एक बात बताइये हम #शिक्षामित्रों के लिएआपके मन में जरा भी दया नही हैbtcवालो ने सरकार के खिलाफ धरना दियाऔरआप तुर…",ETH,597.86,BTC,8175.18
Sat Mar 17 05:53:22 2018,"Anis01729","RT @HorizonCoin: Great to join a #bitcoin #meetup group in #Detroit and talk about Horizon and cryptocurrency!\n\n#ico #cryptocurrency #ether…",ETH,597.86,BTC,8175.18
Sat Mar 17 05:53:23 2018,"MarcjII","RT @GymRewards: Buy #GYMRewards Tokens, Bonus Time is ending! https://t.co/HDvhoZrz2J, #ICO #cryptocurrency #mobile #app #mining #exercisin…",ETH,597.86,BTC,8175.18
Sat Mar 17 05:53:23 2018,"orachel1219","RT @PhilakoneCrypto: Live stream steemit blog. Tons of useful information, especially on how to elliot wave count, with different paths, an…",ETH,597.86,BTC,8175.18
Sat Mar 17 05:53:24 2018,"laurapedia","Bitcoin alles, was Sie über die virtuelle Währung die neuesten Nachrichten aus dem Computer und Industrie-PC-Einzel… https://t.co/Hp5e8CgFy1",ETH,597.86,BTC,8175.18
Sat Mar 17 05:53:25 2018,"laurapedia","Also, wie funktioniert es? Bitcoin ist eine digitale Währung, die ein dezentrales Peer-to-Peer-Netzwerk an Bezahlsy… https://t.co/jqPpnAvkHS",ETH,597.86,BTC,8175.18
